reward
500.0
393.0
454.0
353.0
500.0
301.0
415.0
391.0
500.0
180.0
350.0
361.0
500.0
328.0
500.0
435.0
311.0
500.0
500.0
484.0
456.0
500.0
365.0
499.0
500.0
407.0
500.0
363.0
338.0
363.0
449.0
492.0
419.0
500.0
500.0
500.0
218.0
500.0
322.0
348.0
434.0
343.0
249.0
438.0
500.0
374.0
393.0
218.0
500.0
453.0
311.0
500.0
500.0
500.0
500.0
500.0
363.0
227.0
409.0
500.0
500.0
500.0
500.0
408.0
500.0
500.0
500.0
469.0
500.0
148.0
500.0
115.0
500.0
342.0
478.0
500.0
363.0
500.0
500.0
173.0
402.0
500.0
178.0
500.0
335.0
477.0
500.0
500.0
403.0
280.0
500.0
474.0
500.0
49.0
500.0
500.0
498.0
500.0
500.0
500.0
