number,value,datetime_start,datetime_complete,duration,params_A2C_n_steps,params_gamma,params_learning_rate,params_vf_coef,state,Environment,Agent,params_exploration_fraction,params_target_update_interval,params_PPO_n_steps,params_ent_coef
56,-500.0,2023-12-11 20:16:39.051021,2023-12-11 20:18:53.256144,0 days 00:02:14.205123,,0.9895211755211064,0.0002564480387572,,COMPLETE,CartPole-v1,PPO,,,832.0,0.0001599902159825
57,-271.7,2023-12-11 20:18:53.263145,2023-12-11 20:21:09.067073,0 days 00:02:15.803928,,0.9646787146109222,0.0003516783556297,,COMPLETE,CartPole-v1,PPO,,,192.0,0.0007996009335449
58,-257.0,2023-12-11 20:21:09.074075,2023-12-11 20:23:21.970178,0 days 00:02:12.896103,,0.995046318050538,6.609702667028035e-05,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0005990106715547
59,-500.0,2023-12-11 20:23:21.979275,2023-12-11 20:25:36.785648,0 days 00:02:14.806373,,0.9779434408205604,0.0001874421260687,,COMPLETE,CartPole-v1,PPO,,,448.0,0.0009932533562838
60,-500.0,2023-12-11 20:25:36.792707,2023-12-11 20:27:50.637690,0 days 00:02:13.844983,,0.9830836640602472,0.0001133717858986,,COMPLETE,CartPole-v1,PPO,,,576.0,0.0002399699098681
61,-500.0,2023-12-11 20:27:50.645681,2023-12-11 20:30:04.381176,0 days 00:02:13.735495,,0.9470639547352354,0.0004178973860774,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0177292883469603
62,-500.0,2023-12-11 20:30:04.388242,2023-12-11 20:32:18.843914,0 days 00:02:14.455672,,0.9534668540138724,0.0003016603867192,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0003469754330854
63,-500.0,2023-12-11 20:32:18.851906,2023-12-11 20:34:34.985552,0 days 00:02:16.133646,,0.9480449552740758,0.0001595390710996,,COMPLETE,CartPole-v1,PPO,,,320.0,1.039078703539418e-05
64,-500.0,2023-12-11 20:34:34.993854,2023-12-11 20:36:54.557503,0 days 00:02:19.563649,,0.9575736580477888,0.0002174443070635,,COMPLETE,CartPole-v1,PPO,,,256.0,4.606974792036863e-05
65,-500.0,2023-12-11 20:36:54.564494,2023-12-11 20:39:10.189693,0 days 00:02:15.625199,,0.9872830627409276,0.0005903488470183,,COMPLETE,CartPole-v1,PPO,,,384.0,8.076062608322403e-05
66,-500.0,2023-12-11 20:39:10.197695,2023-12-11 20:41:27.195616,0 days 00:02:16.997921,,0.9518711892988846,0.0009064771254031,,COMPLETE,CartPole-v1,PPO,,,128.0,0.0001151898680249
67,-500.0,2023-12-11 20:41:27.204674,2023-12-11 20:43:40.770341,0 days 00:02:13.565667,,0.9622511387954308,0.000434908576888,,COMPLETE,CartPole-v1,PPO,,,896.0,0.0001515188478242
68,-233.7,2023-12-11 20:43:40.779344,2023-12-11 20:45:54.975328,0 days 00:02:14.195984,,0.9907479363038147,7.760391583314036e-05,,COMPLETE,CartPole-v1,PPO,,,704.0,2.119277291547076e-05
69,-500.0,2023-12-11 20:45:54.983467,2023-12-11 20:48:09.181989,0 days 00:02:14.198522,,0.955651306348996,0.0002788873407117,,COMPLETE,CartPole-v1,PPO,,,768.0,7.157536219788753e-05
70,-500.0,2023-12-11 20:48:09.188990,2023-12-11 20:50:25.591865,0 days 00:02:16.402875,,0.994023280053697,0.0004761579686409,,COMPLETE,CartPole-v1,PPO,,,192.0,4.078738013433426e-05
71,-196.9,2023-12-11 20:50:25.599856,2023-12-11 20:52:38.016503,0 days 00:02:12.416647,,0.9026975393153044,5.262481691560823e-05,,COMPLETE,CartPole-v1,PPO,,,832.0,0.013148628286746
72,-486.3,2023-12-11 20:52:38.024584,2023-12-11 20:54:52.186847,0 days 00:02:14.162263,,0.935439052706282,9.368180476495934e-05,,COMPLETE,CartPole-v1,PPO,,,832.0,0.0002001080888857
73,-500.0,2023-12-11 20:54:52.194927,2023-12-11 20:57:07.352802,0 days 00:02:15.157875,,0.9671101444206808,0.0002089140035976,,COMPLETE,CartPole-v1,PPO,,,960.0,0.0005595880897565
74,-500.0,2023-12-11 20:57:07.359804,2023-12-11 20:59:22.217667,0 days 00:02:14.857863,,0.9860725983359448,0.0001371885095779,,COMPLETE,CartPole-v1,PPO,,,832.0,0.0003177146118208
75,-438.3,2023-12-11 20:59:22.224668,2023-12-11 21:01:36.820028,0 days 00:02:14.595360,,0.9215283155655792,0.0003446140519213,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0078273013358636
76,-500.0,2023-12-11 21:01:36.828030,2023-12-11 21:03:51.518148,0 days 00:02:14.690118,,0.9617728899685728,8.539559855726676e-05,,COMPLETE,CartPole-v1,PPO,,,704.0,1.459268422231711e-05
77,-500.0,2023-12-11 21:03:51.525152,2023-12-11 21:06:06.520700,0 days 00:02:14.995548,,0.9700020439547185,0.0001072737435578,,COMPLETE,CartPole-v1,PPO,,,512.0,0.0007801179528537
78,-230.9,2023-12-11 21:06:06.528965,2023-12-11 21:08:19.673057,0 days 00:02:13.144092,,0.9968945146581284,0.0001488147092243,,COMPLETE,CartPole-v1,PPO,,,960.0,0.0001066662744593
79,-500.0,2023-12-11 21:08:19.681059,2023-12-11 21:10:36.218524,0 days 00:02:16.537465,,0.9662483834829988,0.0001921932400918,,COMPLETE,CartPole-v1,PPO,,,192.0,0.0010916376028793
80,-396.3,2023-12-11 21:10:36.226034,2023-12-11 21:12:51.719547,0 days 00:02:15.493513,,0.9442460348503028,0.0002638118031846,,COMPLETE,CartPole-v1,PPO,,,320.0,5.530585567040474e-05
81,-500.0,2023-12-11 21:12:51.726538,2023-12-11 21:15:08.547259,0 days 00:02:16.820721,,0.991683175906067,0.0012642757400986,,COMPLETE,CartPole-v1,PPO,,,320.0,3.358089558941757e-05
82,-500.0,2023-12-11 21:15:08.555261,2023-12-11 21:17:24.344540,0 days 00:02:15.789279,,0.9972779133013884,0.0007741837216613,,COMPLETE,CartPole-v1,PPO,,,320.0,2.4473558493021945e-05
83,-500.0,2023-12-11 21:17:24.352676,2023-12-11 21:19:38.299936,0 days 00:02:13.947260,,0.988273036243637,0.0005735081637212,,COMPLETE,CartPole-v1,PPO,,,640.0,1.061754105936077e-05
84,-500.0,2023-12-11 21:19:38.306936,2023-12-11 21:21:57.486918,0 days 00:02:19.179982,,0.9737944967823752,0.0001206249426331,,COMPLETE,CartPole-v1,PPO,,,64.0,0.0002024974813996
85,-500.0,2023-12-11 21:21:57.494919,2023-12-11 21:24:11.876462,0 days 00:02:14.381543,,0.9818920704037524,0.0003871031974756,,COMPLETE,CartPole-v1,PPO,,,768.0,1.4712721561201896e-05
86,-375.7,2023-12-11 21:24:11.884463,2023-12-11 21:26:26.710898,0 days 00:02:14.826435,,0.9843423543273054,6.619842336180807e-05,,COMPLETE,CartPole-v1,PPO,,,576.0,1.903256570758069e-05
87,-500.0,2023-12-11 21:26:26.718517,2023-12-11 21:28:40.530204,0 days 00:02:13.811687,,0.9924508806638148,0.0005004460109425,,COMPLETE,CartPole-v1,PPO,,,1024.0,3.6086004624623255e-05
88,-500.0,2023-12-11 21:28:40.538196,2023-12-11 21:30:57.625428,0 days 00:02:17.087232,,0.9781830662331514,0.0003312491535962,,COMPLETE,CartPole-v1,PPO,,,256.0,8.760142106077914e-05
89,-500.0,2023-12-11 21:30:57.632534,2023-12-11 21:33:12.747214,0 days 00:02:15.114680,,0.998634262447977,0.0006661862479203,,COMPLETE,CartPole-v1,PPO,,,448.0,0.0001348777884693
90,-420.6,2023-12-11 21:33:12.754218,2023-12-11 21:35:28.442140,0 days 00:02:15.687922,,0.9951498209587066,0.0001436240201233,,COMPLETE,CartPole-v1,PPO,,,384.0,2.4020247211033183e-05
91,-500.0,2023-12-11 21:35:28.449142,2023-12-11 21:37:42.324967,0 days 00:02:13.875825,,0.9563338842984124,0.0002269780819516,,COMPLETE,CartPole-v1,PPO,,,960.0,0.0004653875940125
92,-500.0,2023-12-11 21:37:42.332465,2023-12-11 21:39:55.184640,0 days 00:02:12.852175,,0.9588977314292526,0.0001809412355719,,COMPLETE,CartPole-v1,PPO,,,896.0,0.0003630476477469
93,-500.0,2023-12-11 21:39:55.192706,2023-12-11 21:42:08.674777,0 days 00:02:13.482071,,0.9523317834371602,9.596927948172492e-05,,COMPLETE,CartPole-v1,PPO,,,896.0,0.000272643533647
94,-500.0,2023-12-11 21:42:08.682769,2023-12-11 21:44:21.747924,0 days 00:02:13.065155,,0.9501003057507637,0.0001610887450062,,COMPLETE,CartPole-v1,PPO,,,896.0,0.0006401034161734
95,-500.0,2023-12-11 21:44:21.754925,2023-12-11 21:46:36.228874,0 days 00:02:14.473949,,0.9540933008227614,0.0001262748036544,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0003882554652141
96,-500.0,2023-12-11 21:46:36.236872,2023-12-11 21:48:50.603399,0 days 00:02:14.366527,,0.9688180667946308,7.945933415545484e-05,,COMPLETE,CartPole-v1,PPO,,,704.0,0.0005071868354485
97,-318.0,2023-12-11 21:48:50.610391,2023-12-11 21:51:07.169026,0 days 00:02:16.558635,,0.9902380550236066,0.000253520879323,,COMPLETE,CartPole-v1,PPO,,,128.0,0.0002686447172796
98,-500.0,2023-12-11 21:51:07.177027,2023-12-11 21:53:21.452364,0 days 00:02:14.275337,,0.9573067824033572,0.0002087462505838,,COMPLETE,CartPole-v1,PPO,,,832.0,0.0001864932886346
99,-500.0,2023-12-11 21:53:21.460365,2023-12-11 21:55:36.132097,0 days 00:02:14.671732,,0.9935203767033948,0.0003122654695534,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0002281811247372
0,-0.0,2023-12-12 05:18:56.215432,2023-12-12 05:20:22.311925,0 days 00:01:26.096493,42.0,0.9095204043677196,3.855834384166471e-05,0.4952587626364348,COMPLETE,FrozenLake-v1,A2C,,,,
1,-0.3,2023-12-12 05:20:22.320016,2023-12-12 05:21:40.239515,0 days 00:01:17.919499,249.0,0.9540799782057796,0.0020336125750788,0.4619495730254351,COMPLETE,FrozenLake-v1,A2C,,,,
2,-0.0,2023-12-12 05:21:40.246517,2023-12-12 05:23:00.002016,0 days 00:01:19.755499,127.0,0.9267986565536976,1.4514064420659872e-05,0.3464208605463722,COMPLETE,FrozenLake-v1,A2C,,,,
3,-0.8,2023-12-12 05:23:00.009062,2023-12-12 05:24:15.490640,0 days 00:01:15.481578,455.0,0.9937019043243762,0.0014271563160959,0.1824184825125476,COMPLETE,FrozenLake-v1,A2C,,,,
4,-0.8,2023-12-12 05:24:15.498152,2023-12-12 05:25:56.230244,0 days 00:01:40.732092,16.0,0.985288544957132,0.0004405974679649,0.2151268101645424,COMPLETE,FrozenLake-v1,A2C,,,,
5,-0.2,2023-12-12 05:25:56.238246,2023-12-12 05:27:11.998480,0 days 00:01:15.760234,400.0,0.9155902231213148,0.002138441466497,0.4642569707485249,COMPLETE,FrozenLake-v1,A2C,,,,
6,-0.0,2023-12-12 05:27:12.006483,2023-12-12 05:28:29.929550,0 days 00:01:17.923067,246.0,0.985899902767306,2.847193792462688e-05,0.149739941859196,COMPLETE,FrozenLake-v1,A2C,,,,
7,-0.0,2023-12-12 05:28:29.936551,2023-12-12 05:29:49.325865,0 days 00:01:19.389314,123.0,0.9046572632452338,1.0613395478794476e-05,0.2439053992782181,COMPLETE,FrozenLake-v1,A2C,,,,
8,-0.2,2023-12-12 05:29:49.334016,2023-12-12 05:31:07.962328,0 days 00:01:18.628312,214.0,0.9035659377484336,0.0088639781801035,0.1108395229609565,COMPLETE,FrozenLake-v1,A2C,,,,
9,-0.0,2023-12-12 05:31:07.968394,2023-12-12 05:33:01.158420,0 days 00:01:53.190026,10.0,0.9908180984718584,1.5165485704282286e-05,0.4391696846227483,COMPLETE,FrozenLake-v1,A2C,,,,
10,-0.0,2023-12-12 05:33:01.166422,2023-12-12 05:34:16.408126,0 days 00:01:15.241704,486.0,0.9670049737186728,0.0001552061559569,0.3064003877522099,COMPLETE,FrozenLake-v1,A2C,,,,
11,-0.1,2023-12-12 05:34:16.417125,2023-12-12 05:35:33.112633,0 days 00:01:16.695508,374.0,0.9998015336964976,0.0005173703620051,0.1979726262065445,COMPLETE,FrozenLake-v1,A2C,,,,
12,-0.0,2023-12-12 05:35:33.120715,2023-12-12 05:36:49.862730,0 days 00:01:16.742015,346.0,0.976873735057456,0.0003505543703246,0.2156656497537041,COMPLETE,FrozenLake-v1,A2C,,,,
13,-0.3,2023-12-12 05:36:49.870734,2023-12-12 05:38:05.348855,0 days 00:01:15.478121,484.0,0.9988326185054964,0.0009107719097367,0.1654074982678733,COMPLETE,FrozenLake-v1,A2C,,,,
14,-0.0,2023-12-12 05:38:05.356859,2023-12-12 05:39:22.080426,0 days 00:01:16.723567,325.0,0.975953460717833,0.0002075084092299,0.2607455067641689,COMPLETE,FrozenLake-v1,A2C,,,,
15,-0.0,2023-12-12 05:39:22.087936,2023-12-12 05:40:41.400961,0 days 00:01:19.313025,142.0,0.9589438195001252,0.0001011609120558,0.1018021013191385,COMPLETE,FrozenLake-v1,A2C,,,,
16,-0.1,2023-12-12 05:40:41.409052,2023-12-12 05:42:00.396425,0 days 00:01:18.987373,181.0,0.9810568135380808,0.0007836311113062,0.1799592395750255,COMPLETE,FrozenLake-v1,A2C,,,,
17,-0.2,2023-12-12 05:42:00.403484,2023-12-12 05:43:16.756125,0 days 00:01:16.352641,420.0,0.9448214369044902,0.0014707272037236,0.233291466155354,COMPLETE,FrozenLake-v1,A2C,,,,
18,-0.1,2023-12-12 05:43:16.776130,2023-12-12 05:44:34.033118,0 days 00:01:17.256988,296.0,0.9900962289936184,0.0003553703906306,0.1451489162797122,COMPLETE,FrozenLake-v1,A2C,,,,
19,-0.2,2023-12-12 05:44:34.042120,2023-12-12 05:45:57.413682,0 days 00:01:23.371562,69.0,0.9710804250545289,0.0042212114918616,0.2715153715052061,COMPLETE,FrozenLake-v1,A2C,,,,
20,-0.0,2023-12-12 05:45:57.421682,2023-12-12 05:47:12.822103,0 days 00:01:15.400421,435.0,0.963855491500627,0.0006165044799225,0.2140308170383814,COMPLETE,FrozenLake-v1,A2C,,,,
21,-0.7,2023-12-12 05:47:12.831104,2023-12-12 05:48:30.374397,0 days 00:01:17.543293,300.0,0.9535173623041822,0.0020818181998728,0.4084174447250288,COMPLETE,FrozenLake-v1,A2C,,,,
22,-0.2,2023-12-12 05:48:30.383461,2023-12-12 05:49:47.442036,0 days 00:01:17.058575,298.0,0.9459560675337584,0.0011791241383362,0.369728077731303,COMPLETE,FrozenLake-v1,A2C,,,,
23,-0.1,2023-12-12 05:49:47.450036,2023-12-12 05:51:05.940094,0 days 00:01:18.490058,192.0,0.9859128882776248,0.0020653674465996,0.2916997081459061,COMPLETE,FrozenLake-v1,A2C,,,,
24,-0.2,2023-12-12 05:51:05.947095,2023-12-12 05:52:21.845585,0 days 00:01:15.898490,448.0,0.9762353770026256,0.0032783017849438,0.1942015443972677,COMPLETE,FrozenLake-v1,A2C,,,,
25,-0.7,2023-12-12 05:52:21.852643,2023-12-12 05:53:43.258306,0 days 00:01:21.405663,82.0,0.9692155763785884,0.0010568433866815,0.2368503746909648,COMPLETE,FrozenLake-v1,A2C,,,,
26,-0.3,2023-12-12 05:53:43.266309,2023-12-12 05:55:01.305741,0 days 00:01:18.039432,288.0,0.9353679578168316,0.0005930011850736,0.3871276815024095,COMPLETE,FrozenLake-v1,A2C,,,,
27,-0.2,2023-12-12 05:55:01.312742,2023-12-12 05:56:18.200131,0 days 00:01:16.887389,361.0,0.9599720067859808,0.0048297939911046,0.2927669270827658,COMPLETE,FrozenLake-v1,A2C,,,,
28,-0.1,2023-12-12 05:56:18.207133,2023-12-12 05:57:34.462945,0 days 00:01:16.255812,379.0,0.9933712522999276,0.0014049267098172,0.3282273093044192,COMPLETE,FrozenLake-v1,A2C,,,,
29,-0.2,2023-12-12 05:57:34.472948,2023-12-12 06:00:02.872220,0 days 00:02:28.399272,5.0,0.9833215381608986,9.35937846720194e-05,0.2682114803533881,COMPLETE,FrozenLake-v1,A2C,,,,
30,-0.1,2023-12-12 06:00:02.880221,2023-12-12 06:01:18.434870,0 days 00:01:15.554649,457.0,0.9525885200129208,0.0005093920468636,0.4032433240044325,COMPLETE,FrozenLake-v1,A2C,,,,
31,-0.5,2023-12-12 06:01:18.442379,2023-12-12 06:02:41.207313,0 days 00:01:22.764934,64.0,0.9690619341995678,0.000927169537722,0.2336184491041247,COMPLETE,FrozenLake-v1,A2C,,,,
32,-0.2,2023-12-12 06:02:41.214398,2023-12-12 06:04:07.462524,0 days 00:01:26.248126,40.0,0.9705433772993612,0.0012608066066631,0.2117518925004497,COMPLETE,FrozenLake-v1,A2C,,,,
33,-0.0,2023-12-12 06:04:07.470524,2023-12-12 06:05:28.675277,0 days 00:01:21.204753,96.0,0.9800808826904022,0.0027424538907074,0.2496964894265949,COMPLETE,FrozenLake-v1,A2C,,,,
34,-0.0,2023-12-12 06:05:28.683280,2023-12-12 06:06:47.565199,0 days 00:01:18.881919,151.0,0.957090701244826,0.0019078901136887,0.1795700220713223,COMPLETE,FrozenLake-v1,A2C,,,,
35,-0.0,2023-12-12 06:06:47.573200,2023-12-12 06:08:08.805896,0 days 00:01:21.232696,91.0,0.965451684118951,0.0016829803867925,0.3321679185429332,COMPLETE,FrozenLake-v1,A2C,,,,
36,-0.8,2023-12-12 06:08:08.814988,2023-12-12 06:09:35.019382,0 days 00:01:26.204394,40.0,0.9879317957307294,0.0009800626774489,0.4901706200162195,COMPLETE,FrozenLake-v1,A2C,,,,
37,-0.1,2023-12-12 06:09:35.027385,2023-12-12 06:10:53.081203,0 days 00:01:18.053818,262.0,0.9871982804337456,0.0025173092436088,0.4997619609363749,COMPLETE,FrozenLake-v1,A2C,,,,
38,-0.4,2023-12-12 06:10:53.090260,2023-12-12 06:12:17.449333,0 days 00:01:24.359073,49.0,0.9942964451657724,0.0008521763751754,0.4497018821775173,COMPLETE,FrozenLake-v1,A2C,,,,
39,-0.0,2023-12-12 06:12:17.457336,2023-12-12 06:13:35.564863,0 days 00:01:18.107527,231.0,0.9945665431315996,0.0003711321204557,0.475507283548871,COMPLETE,FrozenLake-v1,A2C,,,,
40,-0.1,2023-12-12 06:13:35.573864,2023-12-12 06:15:03.095568,0 days 00:01:27.521704,37.0,0.9874699568025816,0.0056369728257102,0.4288137422703743,COMPLETE,FrozenLake-v1,A2C,,,,
41,-0.1,2023-12-12 06:15:03.102569,2023-12-12 06:16:24.131990,0 days 00:01:21.029421,104.0,0.9836983732814149,0.0011206099807316,0.4614562655610593,COMPLETE,FrozenLake-v1,A2C,,,,
42,-0.0,2023-12-12 06:16:24.140064,2023-12-12 06:17:58.829470,0 days 00:01:34.689406,21.0,0.9759328669206694,0.0022046384077146,0.485789382735203,COMPLETE,FrozenLake-v1,A2C,,,,
43,-0.7,2023-12-12 06:17:58.837473,2023-12-12 06:19:20.716541,0 days 00:01:21.879068,75.0,0.9904099084368272,0.0006810375862863,0.4284948572142427,COMPLETE,FrozenLake-v1,A2C,,,,
44,-0.7,2023-12-12 06:19:20.726542,2023-12-12 06:20:40.712111,0 days 00:01:19.985569,114.0,0.99727323023095,0.0015665795743713,0.4807231475731497,COMPLETE,FrozenLake-v1,A2C,,,,
45,-0.5,2023-12-12 06:20:40.719113,2023-12-12 06:21:59.740214,0 days 00:01:19.021101,156.0,0.979958958886814,0.0009919841511484,0.4130574586485463,COMPLETE,FrozenLake-v1,A2C,,,,
46,-0.1,2023-12-12 06:21:59.747216,2023-12-12 06:23:30.077574,0 days 00:01:30.330358,28.0,0.972805521558954,0.003066023193503,0.4586311774955818,COMPLETE,FrozenLake-v1,A2C,,,,
47,-0.0,2023-12-12 06:23:30.085574,2023-12-12 06:24:46.430583,0 days 00:01:16.345009,399.0,0.989891360934108,0.0007511656769457,0.3601879059938687,COMPLETE,FrozenLake-v1,A2C,,,,
48,-0.0,2023-12-12 06:24:46.439584,2023-12-12 06:26:03.491322,0 days 00:01:17.051738,337.0,0.999589528614677,0.0010731637409237,0.444238095420353,COMPLETE,FrozenLake-v1,A2C,,,,
49,-0.6,2023-12-12 06:26:03.500393,2023-12-12 06:27:18.855077,0 days 00:01:15.354684,499.0,0.9632296079195872,0.0017098576897454,0.4982858490934708,COMPLETE,FrozenLake-v1,A2C,,,,
50,-0.0,2023-12-12 06:27:18.863079,2023-12-12 06:28:42.563408,0 days 00:01:23.700329,57.0,0.9815879775977826,0.0002374312822033,0.2343889012910578,COMPLETE,FrozenLake-v1,A2C,,,,
51,-0.1,2023-12-12 06:28:42.571410,2023-12-12 06:30:03.843025,0 days 00:01:21.271615,79.0,0.9913480669306212,0.0006833392808811,0.4313727823188721,COMPLETE,FrozenLake-v1,A2C,,,,
52,-0.4,2023-12-12 06:30:03.852026,2023-12-12 06:31:25.632360,0 days 00:01:21.780334,78.0,0.9877893629901142,0.0006143721772774,0.4601728523218952,COMPLETE,FrozenLake-v1,A2C,,,,
53,-0.2,2023-12-12 06:31:25.640362,2023-12-12 06:32:45.256984,0 days 00:01:19.616622,127.0,0.9961078583809292,0.0004682903321151,0.4174920660736356,COMPLETE,FrozenLake-v1,A2C,,,,
54,-0.1,2023-12-12 06:32:45.265039,2023-12-12 06:34:04.058998,0 days 00:01:18.793959,203.0,0.992255408720354,0.0004615354149613,0.4707439440615083,COMPLETE,FrozenLake-v1,A2C,,,,
55,-0.2,2023-12-12 06:34:04.066000,2023-12-12 06:36:20.804413,0 days 00:02:16.738413,6.0,0.9844327011751998,0.0007837860066423,0.3885614722575213,COMPLETE,FrozenLake-v1,A2C,,,,
56,-0.5,2023-12-12 06:36:20.812542,2023-12-12 06:37:40.540946,0 days 00:01:19.728404,129.0,0.9733291289381694,0.0013186068406566,0.4401394052746268,COMPLETE,FrozenLake-v1,A2C,,,,
57,-0.2,2023-12-12 06:37:40.548948,2023-12-12 06:39:12.635520,0 days 00:01:32.086572,24.0,0.9792816726229964,0.0009721458426003,0.1467659763984714,COMPLETE,FrozenLake-v1,A2C,,,,
58,-0.9,2023-12-12 06:39:12.643522,2023-12-12 06:40:31.173435,0 days 00:01:18.529913,171.0,0.9886280113329308,0.0021173527913761,0.4868112683910373,COMPLETE,FrozenLake-v1,A2C,,,,
59,-0.0,2023-12-12 06:40:31.181436,2023-12-12 06:41:50.012069,0 days 00:01:18.830633,171.0,0.9858388458167918,0.0019940038357573,0.4897097278090943,COMPLETE,FrozenLake-v1,A2C,,,,
60,-0.8,2023-12-12 06:41:50.019216,2023-12-12 06:43:08.423735,0 days 00:01:18.404519,228.0,0.9952786869124228,0.0025079166835313,0.4749353819448164,COMPLETE,FrozenLake-v1,A2C,,,,
61,-0.4,2023-12-12 06:43:08.431737,2023-12-12 06:44:32.220039,0 days 00:01:23.788302,224.0,0.9942980676081086,0.0037094905739558,0.4746433233583494,COMPLETE,FrozenLake-v1,A2C,,,,
62,-0.8,2023-12-12 06:44:32.230038,2023-12-12 06:45:52.317478,0 days 00:01:20.087440,245.0,0.999753219167616,0.0024982309208974,0.4931597400133188,COMPLETE,FrozenLake-v1,A2C,,,,
63,-0.2,2023-12-12 06:45:52.325482,2023-12-12 06:47:10.695755,0 days 00:01:18.370273,255.0,0.9990708683379148,0.002386357135405,0.4995893828346868,COMPLETE,FrozenLake-v1,A2C,,,,
64,-0.4,2023-12-12 06:47:10.702884,2023-12-12 06:48:28.756063,0 days 00:01:18.053179,307.0,0.9967341085326564,0.0028999353615982,0.4866113878027619,COMPLETE,FrozenLake-v1,A2C,,,,
65,-0.2,2023-12-12 06:48:28.763065,2023-12-12 06:49:46.764667,0 days 00:01:18.001602,279.0,0.9997758615229976,0.0014264098807758,0.4573974887052915,COMPLETE,FrozenLake-v1,A2C,,,,
66,-0.1,2023-12-12 06:49:46.771669,2023-12-12 06:51:04.875903,0 days 00:01:18.104234,272.0,0.990104201608021,0.0035604509998273,0.4796744260443157,COMPLETE,FrozenLake-v1,A2C,,,,
67,-0.6,2023-12-12 06:51:04.882906,2023-12-12 06:52:23.347353,0 days 00:01:18.464447,235.0,0.9939199218614884,0.0017966051540238,0.470537239243618,COMPLETE,FrozenLake-v1,A2C,,,,
68,-0.2,2023-12-12 06:52:23.355355,2023-12-12 06:53:41.853308,0 days 00:01:18.497953,185.0,0.9829131902875844,0.0023226663897808,0.4546135510672401,COMPLETE,FrozenLake-v1,A2C,,,,
69,-0.0,2023-12-12 06:53:41.860309,2023-12-12 06:55:00.730276,0 days 00:01:18.869967,202.0,0.9963855348778538,0.0060890806396315,0.4880214306140654,COMPLETE,FrozenLake-v1,A2C,,,,
70,-0.0,2023-12-12 06:55:00.738278,2023-12-12 06:56:19.832145,0 days 00:01:19.093867,214.0,0.988731798106761,0.0040807768160285,0.4477107093907537,COMPLETE,FrozenLake-v1,A2C,,,,
71,-0.1,2023-12-12 06:56:19.840147,2023-12-12 06:57:38.098633,0 days 00:01:18.258486,249.0,0.9920832064417988,0.0012600784895663,0.4789991946910686,COMPLETE,FrozenLake-v1,A2C,,,,
72,-0.9,2023-12-12 06:57:38.106639,2023-12-12 06:58:54.973607,0 days 00:01:16.866968,321.0,0.9861141556875304,0.0015825974418171,0.4673759902787336,COMPLETE,FrozenLake-v1,A2C,,,,
73,-0.6,2023-12-12 06:58:54.981609,2023-12-12 07:00:11.796973,0 days 00:01:16.815364,319.0,0.9865997941251172,0.0027501665495095,0.4680824008744332,COMPLETE,FrozenLake-v1,A2C,,,,
74,-0.2,2023-12-12 07:00:11.804975,2023-12-12 07:01:28.171400,0 days 00:01:16.366425,375.0,0.9845923966227016,0.0019517298595105,0.4921657945754199,COMPLETE,FrozenLake-v1,A2C,,,,
75,-0.0,2023-12-12 07:01:28.178404,2023-12-12 07:02:45.378339,0 days 00:01:17.199935,313.0,0.9920716599888024,0.0014746696175595,0.4675069461596352,COMPLETE,FrozenLake-v1,A2C,,,,
76,-0.9,2023-12-12 07:02:45.385341,2023-12-12 07:04:02.137179,0 days 00:01:16.751838,346.0,0.979009822186402,0.002222859445839,0.4448718959558241,COMPLETE,FrozenLake-v1,A2C,,,,
77,-0.7,2023-12-12 07:04:02.145181,2023-12-12 07:05:19.317411,0 days 00:01:17.172230,357.0,0.9877263941251556,0.0024703733912182,0.4518333264705859,COMPLETE,FrozenLake-v1,A2C,,,,
78,-0.1,2023-12-12 07:05:19.324413,2023-12-12 07:06:35.261791,0 days 00:01:15.937378,416.0,0.9966357567420442,0.0016979819630049,0.4878645593785563,COMPLETE,FrozenLake-v1,A2C,,,,
79,-0.3,2023-12-12 07:06:35.270793,2023-12-12 07:07:51.367600,0 days 00:01:16.096807,398.0,0.9790551654310032,0.0011509794528989,0.4345601741381492,COMPLETE,FrozenLake-v1,A2C,,,,
80,-0.1,2023-12-12 07:07:51.376156,2023-12-12 07:09:06.894709,0 days 00:01:15.518553,457.0,0.9820805968909834,0.0031747552878675,0.4443593706158755,COMPLETE,FrozenLake-v1,A2C,,,,
81,-0.8,2023-12-12 07:09:06.903710,2023-12-12 07:10:23.900437,0 days 00:01:16.996727,328.0,0.989498333465282,0.0019986755055046,0.4686659482371996,COMPLETE,FrozenLake-v1,A2C,,,,
82,-0.9,2023-12-12 07:10:23.907438,2023-12-12 07:11:40.818462,0 days 00:01:16.911024,331.0,0.9895076244751256,0.0021079447723844,0.4653402342630699,COMPLETE,FrozenLake-v1,A2C,,,,
83,-0.7,2023-12-12 07:11:40.826468,2023-12-12 07:12:57.518989,0 days 00:01:16.692521,352.0,0.9856067997596958,0.0014343533693253,0.4999731145113055,COMPLETE,FrozenLake-v1,A2C,,,,
84,-0.4,2023-12-12 07:12:57.526991,2023-12-12 07:14:15.378064,0 days 00:01:17.851073,288.0,0.9940356494433706,0.0027662102278641,0.4793435129144062,COMPLETE,FrozenLake-v1,A2C,,,,
