number,value,datetime_start,datetime_complete,duration,params_A2C_n_steps,params_gamma,params_learning_rate,params_vf_coef,state,Environment,Agent,params_exploration_fraction,params_target_update_interval,params_PPO_n_steps,params_ent_coef
26,-187.0,2023-12-12 00:23:00.726927,2023-12-12 00:23:50.868842,0 days 00:00:50.141915,,0.9039991663982369,0.0003528274598961,,COMPLETE,CartPole-v1,DQN,0.4278176573418603,1737.0,,
27,-265.8,2023-12-12 00:23:50.876847,2023-12-12 00:24:41.005181,0 days 00:00:50.128334,,0.9133682612745434,0.0001749976026735,,COMPLETE,CartPole-v1,DQN,0.4226866579512607,1609.0,,
28,-138.8,2023-12-12 00:24:41.013182,2023-12-12 00:25:31.392593,0 days 00:00:50.379411,,0.9003260444338315,0.0007514755991338,,COMPLETE,CartPole-v1,DQN,0.4630365261103819,1572.0,,
29,-86.8,2023-12-12 00:25:31.399595,2023-12-12 00:26:21.047261,0 days 00:00:49.647666,,0.9084747368107212,4.6883140413117126e-05,,COMPLETE,CartPole-v1,DQN,0.4519041287899822,1854.0,,
30,-82.5,2023-12-12 00:26:21.055263,2023-12-12 00:27:10.827693,0 days 00:00:49.772430,,0.9235932619357812,0.0014781380632549,,COMPLETE,CartPole-v1,DQN,0.3934655403782127,1395.0,,
31,-254.3,2023-12-12 00:27:10.835696,2023-12-12 00:28:00.828109,0 days 00:00:49.992413,,0.9137087521188284,0.0001567517344943,,COMPLETE,CartPole-v1,DQN,0.4221067757630339,1646.0,,
32,-185.1,2023-12-12 00:28:00.835776,2023-12-12 00:28:50.540334,0 days 00:00:49.704558,,0.9051634538347784,0.0003019381700199,,COMPLETE,CartPole-v1,DQN,0.4360424764765073,1559.0,,
33,-199.8,2023-12-12 00:28:50.547336,2023-12-12 00:29:40.122308,0 days 00:00:49.574972,,0.9156839417207044,0.0001849388270361,,COMPLETE,CartPole-v1,DQN,0.470600669933595,1303.0,,
34,-216.1,2023-12-12 00:29:40.131311,2023-12-12 00:30:30.056106,0 days 00:00:49.924795,,0.9124056629972266,0.0003898787597843,,COMPLETE,CartPole-v1,DQN,0.4180279803466918,1630.0,,
35,-224.9,2023-12-12 00:30:30.064109,2023-12-12 00:31:20.215725,0 days 00:00:50.151616,,0.9059226990823862,9.654544141721566e-05,,COMPLETE,CartPole-v1,DQN,0.4800422308938762,1468.0,,
36,-239.7,2023-12-12 00:31:20.223810,2023-12-12 00:32:10.121553,0 days 00:00:49.897743,,0.9251239581897812,0.0001677462650536,,COMPLETE,CartPole-v1,DQN,0.4433496333330616,1720.0,,
37,-187.8,2023-12-12 00:32:10.132635,2023-12-12 00:33:00.244765,0 days 00:00:50.112130,,0.925083919796912,3.9042382811727626e-05,,COMPLETE,CartPole-v1,DQN,0.4533046869652171,1853.0,,
38,-253.1,2023-12-12 00:33:00.252768,2023-12-12 00:33:50.180560,0 days 00:00:49.927792,,0.9171869129967976,0.0001638610277361,,COMPLETE,CartPole-v1,DQN,0.4783682355091221,1739.0,,
39,-171.9,2023-12-12 00:33:50.190608,2023-12-12 00:34:39.887004,0 days 00:00:49.696396,,0.9181885348310044,9.363479339864598e-05,,COMPLETE,CartPole-v1,DQN,0.4988202330894263,1949.0,,
40,-295.0,2023-12-12 00:34:39.895043,2023-12-12 00:35:30.522167,0 days 00:00:50.627124,,0.9261078510954156,0.0001741948872205,,COMPLETE,CartPole-v1,DQN,0.4741775570630868,1743.0,,
41,-259.2,2023-12-12 00:35:30.529168,2023-12-12 00:36:20.721017,0 days 00:00:50.191849,,0.9277683391819388,0.0001695812826171,,COMPLETE,CartPole-v1,DQN,0.4760072711686885,1734.0,,
42,-231.1,2023-12-12 00:36:20.728019,2023-12-12 00:37:10.802020,0 days 00:00:50.074001,,0.92811874783976,0.0002195882096971,,COMPLETE,CartPole-v1,DQN,0.4767349451735237,1571.0,,
43,-233.6,2023-12-12 00:37:10.810019,2023-12-12 00:38:00.555370,0 days 00:00:49.745351,,0.9201504255236336,8.24329233445859e-05,,COMPLETE,CartPole-v1,DQN,0.4776631206249102,1865.0,,
44,-143.2,2023-12-12 00:38:00.562520,2023-12-12 00:38:50.235508,0 days 00:00:49.672988,,0.914979397262472,0.000122250676068,,COMPLETE,CartPole-v1,DQN,0.4601586317374844,1755.0,,
45,-259.9,2023-12-12 00:38:50.242564,2023-12-12 00:39:40.066785,0 days 00:00:49.824221,,0.9279172166345414,0.0001802253253512,,COMPLETE,CartPole-v1,DQN,0.4471325930927964,1992.0,,
46,-220.5,2023-12-12 00:39:40.075835,2023-12-12 00:40:29.929379,0 days 00:00:49.853544,,0.9343784831744998,0.0002388085904564,,COMPLETE,CartPole-v1,DQN,0.4396079065836067,1921.0,,
47,-249.9,2023-12-12 00:40:29.938380,2023-12-12 00:41:19.919298,0 days 00:00:49.980918,,0.9282477270235064,0.0001282109368851,,COMPLETE,CartPole-v1,DQN,0.4501301431745734,1999.0,,
48,-252.4,2023-12-12 00:41:19.927301,2023-12-12 00:42:10.346130,0 days 00:00:50.418829,,0.9370395744454764,7.250724229258795e-05,,COMPLETE,CartPole-v1,DQN,0.499775552526814,802.0,,
49,-176.6,2023-12-12 00:42:10.354189,2023-12-12 00:42:59.953937,0 days 00:00:49.599748,,0.9215418357203262,0.0001814934698399,,COMPLETE,CartPole-v1,DQN,0.4604756652030944,1835.0,,
50,-149.6,2023-12-12 00:42:59.961939,2023-12-12 00:43:49.715818,0 days 00:00:49.753879,,0.9279876519513915,0.0003807770621694,,COMPLETE,CartPole-v1,DQN,0.4035334302483934,1615.0,,
51,-239.7,2023-12-12 00:43:49.723888,2023-12-12 00:44:39.654845,0 days 00:00:49.930957,,0.9168218225296731,0.0001568786111665,,COMPLETE,CartPole-v1,DQN,0.479277303621318,1705.0,,
52,-219.5,2023-12-12 00:44:39.664022,2023-12-12 00:45:30.533675,0 days 00:00:50.869653,,0.9214113767652228,0.0002101804549033,,COMPLETE,CartPole-v1,DQN,0.4709647574275118,1791.0,,
53,-117.8,2023-12-12 00:45:30.544186,2023-12-12 00:46:20.229454,0 days 00:00:49.685268,,0.9329451626361148,0.000111975564073,,COMPLETE,CartPole-v1,DQN,0.4465481251189496,1902.0,,
54,-183.9,2023-12-12 00:46:20.236454,2023-12-12 00:47:10.213152,0 days 00:00:49.976698,,0.9142363781719812,0.0002625010070966,,COMPLETE,CartPole-v1,DQN,0.4845827978335898,1544.0,,
55,-212.3,2023-12-12 00:47:10.220154,2023-12-12 00:48:00.572293,0 days 00:00:50.352139,,0.9184538387616308,0.0001619308254546,,COMPLETE,CartPole-v1,DQN,0.4215100680085423,1721.0,,
56,-160.1,2023-12-12 00:48:00.580294,2023-12-12 00:48:50.264101,0 days 00:00:49.683807,,0.92550494970517,9.404016095582767e-05,,COMPLETE,CartPole-v1,DQN,0.4875599322620608,1618.0,,
57,-162.7,2023-12-12 00:48:50.272103,2023-12-12 00:49:39.831618,0 days 00:00:49.559515,,0.9374739363725888,0.0001419996513123,,COMPLETE,CartPole-v1,DQN,0.4678533192225814,1158.0,,
58,-190.0,2023-12-12 00:49:39.840709,2023-12-12 00:50:29.769750,0 days 00:00:49.929041,,0.9128077329683496,0.0003105709453301,,COMPLETE,CartPole-v1,DQN,0.3978407883229778,1811.0,,
59,-183.9,2023-12-12 00:50:29.848006,2023-12-12 00:51:19.636963,0 days 00:00:49.788957,,0.9304127813874284,0.0001980580091035,,COMPLETE,CartPole-v1,DQN,0.4175289541170683,1959.0,,
60,-179.8,2023-12-12 00:51:19.646101,2023-12-12 00:52:09.644982,0 days 00:00:49.998881,,0.9082394249139112,0.0002615062626861,,COMPLETE,CartPole-v1,DQN,0.3820469095517458,1506.0,,
61,-10.6,2023-12-12 00:52:09.651984,2023-12-12 00:52:59.271276,0 days 00:00:49.619292,,0.935650115033407,6.69241673745015e-05,,COMPLETE,CartPole-v1,DQN,0.4938359800363461,851.0,,
62,-114.6,2023-12-12 00:52:59.280373,2023-12-12 00:53:48.992887,0 days 00:00:49.712514,,0.9406823242328392,0.0001244272777406,,COMPLETE,CartPole-v1,DQN,0.4889382309434005,953.0,,
63,-237.7,2023-12-12 00:53:48.999917,2023-12-12 00:54:38.970920,0 days 00:00:49.971003,,0.9314825810854312,9.49807136827716e-05,,COMPLETE,CartPole-v1,DQN,0.4988317406492484,695.0,,
64,-210.9,2023-12-12 00:54:38.977922,2023-12-12 00:55:29.465403,0 days 00:00:50.487481,,0.9219351064729844,7.649649813908302e-05,,COMPLETE,CartPole-v1,DQN,0.4574138628581292,647.0,,
65,-211.3,2023-12-12 00:55:29.472436,2023-12-12 00:56:19.143129,0 days 00:00:49.670693,,0.9455288797305784,0.000160660397161,,COMPLETE,CartPole-v1,DQN,0.43964091065516,1770.0,,
66,-207.7,2023-12-12 00:56:19.364591,2023-12-12 00:57:09.323624,0 days 00:00:49.959033,,0.9178931633290168,0.000224639667282,,COMPLETE,CartPole-v1,DQN,0.469762823354701,1300.0,,
67,-209.5,2023-12-12 00:57:09.333625,2023-12-12 00:57:59.097096,0 days 00:00:49.763471,,0.9370567493588788,0.0001233530890785,,COMPLETE,CartPole-v1,DQN,0.4313442399815005,547.0,,
68,-241.9,2023-12-12 00:57:59.105145,2023-12-12 00:58:49.136859,0 days 00:00:50.031714,,0.9263899272572592,5.478997886632567e-05,,COMPLETE,CartPole-v1,DQN,0.4539469339074861,1678.0,,
69,-195.2,2023-12-12 00:58:49.143860,2023-12-12 00:59:38.934197,0 days 00:00:49.790337,,0.9234908820388537,0.0004523857907673,,COMPLETE,CartPole-v1,DQN,0.4092668377541086,997.0,,
70,-212.3,2023-12-12 00:59:38.941201,2023-12-12 01:00:29.301708,0 days 00:00:50.360507,,0.930004633797205,7.070123086616184e-05,,COMPLETE,CartPole-v1,DQN,0.4997249606282804,1884.0,,
71,-279.5,2023-12-12 01:00:29.308758,2023-12-12 01:01:19.636911,0 days 00:00:50.328153,,0.9281877642614856,0.0001425698673533,,COMPLETE,CartPole-v1,DQN,0.4430177718874349,1961.0,,
72,-198.2,2023-12-12 01:01:19.643913,2023-12-12 01:02:09.834415,0 days 00:00:50.190502,,0.91951149546411,0.0001952578029691,,COMPLETE,CartPole-v1,DQN,0.4807783250267506,1928.0,,
73,-225.4,2023-12-12 01:02:09.857446,2023-12-12 01:02:59.420955,0 days 00:00:49.563509,,0.9322185116524462,0.0001482769091046,,COMPLETE,CartPole-v1,DQN,0.4461983078983198,1974.0,,
74,-209.2,2023-12-12 01:02:59.429574,2023-12-12 01:03:49.290210,0 days 00:00:49.860636,,0.923621953250849,0.0001074572155881,,COMPLETE,CartPole-v1,DQN,0.4684464805396754,741.0,,
75,-241.7,2023-12-12 01:03:49.297215,2023-12-12 01:04:39.025124,0 days 00:00:49.727909,,0.9137405357206764,0.0002538854589264,,COMPLETE,CartPole-v1,DQN,0.4339698882873989,1817.0,,
76,-205.0,2023-12-12 01:04:39.033129,2023-12-12 01:05:29.589424,0 days 00:00:50.556295,,0.9351480313642488,0.0003298922455452,,COMPLETE,CartPole-v1,DQN,0.4610086201929317,1750.0,,
77,-244.6,2023-12-12 01:05:29.596428,2023-12-12 01:06:19.510295,0 days 00:00:49.913867,,0.9266949103320148,8.073053742865012e-05,,COMPLETE,CartPole-v1,DQN,0.4806400370231911,1888.0,,
78,-245.7,2023-12-12 01:06:19.518387,2023-12-12 01:07:09.035555,0 days 00:00:49.517168,,0.9098617714108148,0.0001860861138785,,COMPLETE,CartPole-v1,DQN,0.427067486215586,1616.0,,
79,-165.3,2023-12-12 01:07:09.043616,2023-12-12 01:07:58.231724,0 days 00:00:49.188108,,0.928872411188202,0.0001364695714003,,COMPLETE,CartPole-v1,DQN,0.443402113093371,1695.0,,
80,-172.5,2023-12-12 01:07:58.239820,2023-12-12 01:08:47.676782,0 days 00:00:49.436962,,0.9208407997553368,0.0001084421722014,,COMPLETE,CartPole-v1,DQN,0.4142528885991164,1380.0,,
81,-254.0,2023-12-12 01:08:47.684822,2023-12-12 01:09:37.401198,0 days 00:00:49.716376,,0.9276042327014764,0.0001365875985316,,COMPLETE,CartPole-v1,DQN,0.4534748999685553,1978.0,,
82,-192.6,2023-12-12 01:09:37.409288,2023-12-12 01:10:27.007765,0 days 00:00:49.598477,,0.9168298527568584,0.0001637356482016,,COMPLETE,CartPole-v1,DQN,0.4547256494179054,1984.0,,
83,-189.3,2023-12-12 01:10:27.014770,2023-12-12 01:11:16.465289,0 days 00:00:49.450519,,0.9239570882094498,0.0002214037411078,,COMPLETE,CartPole-v1,DQN,0.4731155585339842,1941.0,,
84,-174.4,2023-12-12 01:11:16.472343,2023-12-12 01:12:05.870409,0 days 00:00:49.398066,,0.9304174492331954,0.0001402568029579,,COMPLETE,CartPole-v1,DQN,0.4892875269150042,1861.0,,
85,-217.6,2023-12-12 01:12:05.878026,2023-12-12 01:12:55.839859,0 days 00:00:49.961833,,0.9272334606202044,0.0002832863467278,,COMPLETE,CartPole-v1,DQN,0.4667134999493605,1182.0,,
86,-212.7,2023-12-12 01:12:55.846863,2023-12-12 01:13:45.694956,0 days 00:00:49.848093,,0.9205260882120918,0.0001816316842975,,COMPLETE,CartPole-v1,DQN,0.4400485039524952,1528.0,,
87,-206.7,2023-12-12 01:13:45.701958,2023-12-12 01:14:35.098709,0 days 00:00:49.396751,,0.9331221229705168,9.33812170032604e-05,,COMPLETE,CartPole-v1,DQN,0.450228606528964,1645.0,,
88,-191.8,2023-12-12 01:14:35.107711,2023-12-12 01:15:26.953461,0 days 00:00:51.845750,,0.925206276433166,0.0001115329712881,,COMPLETE,CartPole-v1,DQN,0.4206457505650466,1799.0,,
89,-161.7,2023-12-12 01:15:26.960463,2023-12-12 01:16:16.983589,0 days 00:00:50.023126,,0.9148497782907308,0.0002281688708158,,COMPLETE,CartPole-v1,DQN,0.4894533761070772,1451.0,,
90,-190.7,2023-12-12 01:16:16.991636,2023-12-12 01:17:06.917654,0 days 00:00:49.926018,,0.9116060066065248,0.0003641110019304,,COMPLETE,CartPole-v1,DQN,0.4623554443162546,1588.0,,
91,-259.1,2023-12-12 01:17:06.925654,2023-12-12 01:17:56.835273,0 days 00:00:49.909619,,0.92827763833972,0.0001351666692577,,COMPLETE,CartPole-v1,DQN,0.4487293735135745,1903.0,,
92,-177.7,2023-12-12 01:17:56.842275,2023-12-12 01:18:46.899834,0 days 00:00:50.057559,,0.9284580613483426,0.0001441901384467,,COMPLETE,CartPole-v1,DQN,0.4776719522304583,1996.0,,
93,-304.0,2023-12-12 01:18:46.908341,2023-12-12 01:19:36.748803,0 days 00:00:49.840462,,0.9219347280391442,0.0001741326176379,,COMPLETE,CartPole-v1,DQN,0.4292913145943175,1911.0,,
94,-249.5,2023-12-12 01:19:36.756806,2023-12-12 01:20:26.598996,0 days 00:00:49.842190,,0.9225892830791284,0.0001749633302101,,COMPLETE,CartPole-v1,DQN,0.4276309403241748,1917.0,,
95,-162.7,2023-12-12 01:20:26.610998,2023-12-12 01:21:16.034444,0 days 00:00:49.423446,,0.9191637655907532,0.0002020679243194,,COMPLETE,CartPole-v1,DQN,0.4044885694614544,1836.0,,
96,-224.7,2023-12-12 01:21:16.041444,2023-12-12 01:22:05.994512,0 days 00:00:49.953068,,0.9173902104656444,0.0001272831561547,,COMPLETE,CartPole-v1,DQN,0.4341793039782044,1890.0,,
97,-263.5,2023-12-12 01:22:06.002515,2023-12-12 01:22:55.813808,0 days 00:00:49.811293,,0.915726001942567,0.0002769567199976,,COMPLETE,CartPole-v1,DQN,0.4441994587550309,1960.0,,
98,-199.7,2023-12-12 01:22:55.821809,2023-12-12 01:23:45.402111,0 days 00:00:49.580302,,0.9135514633214236,0.000274520046568,,COMPLETE,CartPole-v1,DQN,0.4442050081439779,1938.0,,
99,-229.3,2023-12-12 01:23:45.409112,2023-12-12 01:24:35.272482,0 days 00:00:49.863370,,0.907683973335818,0.0002333311018519,,COMPLETE,CartPole-v1,DQN,0.4244643980384617,1957.0,,
0,-500.0,2023-12-11 18:11:04.159420,2023-12-11 18:13:18.021465,0 days 00:02:13.862045,,0.9508217138400268,0.0001018387699648,,COMPLETE,CartPole-v1,PPO,,,960.0,0.0155110328672127
1,-113.6,2023-12-11 18:13:18.073398,2023-12-11 18:15:36.440088,0 days 00:02:18.366690,,0.9175776938094088,0.0002462515317545,,COMPLETE,CartPole-v1,PPO,,,64.0,0.0030559214145956
2,-145.8,2023-12-11 18:15:36.447139,2023-12-11 18:17:49.639941,0 days 00:02:13.192802,,0.9197053438077278,0.00095751706716,,COMPLETE,CartPole-v1,PPO,,,512.0,0.0653322287224242
3,-500.0,2023-12-11 18:17:49.647052,2023-12-11 18:20:03.190212,0 days 00:02:13.543160,,0.9899858798361704,0.0002722792238019,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0002264296629039
4,-269.1,2023-12-11 18:20:03.198617,2023-12-11 18:22:15.689659,0 days 00:02:12.491042,,0.9410771936296554,2.478313021805364e-05,,COMPLETE,CartPole-v1,PPO,,,640.0,0.0001491008172984
5,-500.0,2023-12-11 18:22:15.696714,2023-12-11 18:24:31.211463,0 days 00:02:15.514749,,0.981011461711788,0.0006964319024017,,COMPLETE,CartPole-v1,PPO,,,192.0,2.268861094656742e-05
6,-102.8,2023-12-11 18:24:31.218465,2023-12-11 18:26:46.977096,0 days 00:02:15.758631,,0.9331924069153956,0.0063250298006025,,COMPLETE,CartPole-v1,PPO,,,64.0,0.0812898762604854
7,-279.5,2023-12-11 18:26:46.984097,2023-12-11 18:28:58.665116,0 days 00:02:11.681019,,0.9219129821712706,3.377346172000986e-05,,COMPLETE,CartPole-v1,PPO,,,1024.0,6.542590421606e-05
8,-240.8,2023-12-11 18:28:58.673222,2023-12-11 18:31:10.949044,0 days 00:02:12.275822,,0.9227496797387644,7.298889722762821e-05,,COMPLETE,CartPole-v1,PPO,,,960.0,0.0167491868049431
9,-500.0,2023-12-11 18:31:10.957142,2023-12-11 18:33:25.130951,0 days 00:02:14.173809,,0.9963382540032256,0.0003989184121275,,COMPLETE,CartPole-v1,PPO,,,704.0,0.0001044545610727
10,-247.6,2023-12-11 18:33:25.139999,2023-12-11 18:35:38.928643,0 days 00:02:13.788644,,0.964053767760535,1.147986863187974e-05,,COMPLETE,CartPole-v1,PPO,,,448.0,0.002412048320652
11,-500.0,2023-12-11 18:35:38.936645,2023-12-11 18:37:52.833992,0 days 00:02:13.897347,,0.9589683189053058,0.0001300678205916,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0005511891516195
12,-500.0,2023-12-11 18:37:52.840503,2023-12-11 18:40:06.437500,0 days 00:02:13.596997,,0.9731045665824724,0.0001137241842086,,COMPLETE,CartPole-v1,PPO,,,960.0,0.0005220969057133
13,-500.0,2023-12-11 18:40:06.444502,2023-12-11 18:42:20.291909,0 days 00:02:13.847407,,0.9476271042415476,0.0002718022517791,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0038696383843627
14,-500.0,2023-12-11 18:42:20.299913,2023-12-11 18:44:34.056817,0 days 00:02:13.756904,,0.9047743605466528,6.057305885490661e-05,,COMPLETE,CartPole-v1,PPO,,,832.0,0.0126426855101125
15,-500.0,2023-12-11 18:44:34.064818,2023-12-11 18:46:50.342646,0 days 00:02:16.277828,,0.9974698827503904,0.0011900442217008,,COMPLETE,CartPole-v1,PPO,,,320.0,1.166199199005624e-05
16,-500.0,2023-12-11 18:46:50.350649,2023-12-11 18:49:04.029229,0 days 00:02:13.678580,,0.95554886260258,0.0001486760304731,,COMPLETE,CartPole-v1,PPO,,,896.0,0.0003250372326856
17,-442.7,2023-12-11 18:49:04.037736,2023-12-11 18:51:19.929458,0 days 00:02:15.891722,,0.9795922815663718,5.333589030141381e-05,,COMPLETE,CartPole-v1,PPO,,,256.0,0.0009553922718076
18,-500.0,2023-12-11 18:51:19.937524,2023-12-11 18:53:36.656990,0 days 00:02:16.719466,,0.9659716663499746,0.0003862472920078,,COMPLETE,CartPole-v1,PPO,,,128.0,0.0002364012034569
19,-500.0,2023-12-11 18:53:36.663992,2023-12-11 18:55:51.968682,0 days 00:02:15.304690,,0.9519396081449556,0.0022062268842703,,COMPLETE,CartPole-v1,PPO,,,384.0,0.0016418713493677
20,-403.5,2023-12-11 18:55:51.975685,2023-12-11 18:58:05.450693,0 days 00:02:13.475008,,0.9404808443478908,0.00018907640176,,COMPLETE,CartPole-v1,PPO,,,576.0,0.0076086657455553
21,-500.0,2023-12-11 18:58:05.458694,2023-12-11 19:00:21.502587,0 days 00:02:16.043893,,0.9841695781651688,0.0005317977556447,,COMPLETE,CartPole-v1,PPO,,,192.0,3.0326865557799284e-05
22,-500.0,2023-12-11 19:00:21.510587,2023-12-11 19:02:35.246940,0 days 00:02:13.736353,,0.9867152705770988,0.0010181765500388,,COMPLETE,CartPole-v1,PPO,,,960.0,4.278143115610391e-05
23,-500.0,2023-12-11 19:02:35.255941,2023-12-11 19:04:51.350794,0 days 00:02:16.094853,,0.9733131903607628,0.0004858546894497,,COMPLETE,CartPole-v1,PPO,,,192.0,1.4898665334798332e-05
24,-500.0,2023-12-11 19:04:51.357796,2023-12-11 19:07:07.983115,0 days 00:02:16.625319,,0.990063987821544,0.0002214491249148,,COMPLETE,CartPole-v1,PPO,,,192.0,0.0001301903290922
25,-500.0,2023-12-11 19:07:07.990117,2023-12-11 19:09:21.292349,0 days 00:02:13.302232,,0.9751880672494956,0.0001283960648836,,COMPLETE,CartPole-v1,PPO,,,832.0,2.8773243235205527e-05
26,-500.0,2023-12-11 19:09:21.299859,2023-12-11 19:11:35.081132,0 days 00:02:13.781273,,0.991242949633686,0.0006445694983929,,COMPLETE,CartPole-v1,PPO,,,768.0,5.8657452474267104e-05
27,-500.0,2023-12-11 19:11:35.088174,2023-12-11 19:13:48.791443,0 days 00:02:13.703269,,0.979736143730264,0.0002919452596079,,COMPLETE,CartPole-v1,PPO,,,576.0,0.001182564715256
28,-377.8,2023-12-11 19:13:48.800434,2023-12-11 19:16:04.556183,0 days 00:02:15.755749,,0.998439585175858,8.759855277363624e-05,,COMPLETE,CartPole-v1,PPO,,,320.0,0.0002041986649609
29,-500.0,2023-12-11 19:16:04.564183,2023-12-11 19:18:19.242588,0 days 00:02:14.678405,,0.968035265552972,0.0001802858514464,,COMPLETE,CartPole-v1,PPO,,,384.0,1.789776804822361e-05
30,-331.1,2023-12-11 19:18:19.250589,2023-12-11 19:20:34.357000,0 days 00:02:15.106411,,0.9598968409764892,0.0002223700654222,,COMPLETE,CartPole-v1,PPO,,,256.0,0.0001065834791863
31,-500.0,2023-12-11 19:20:34.365001,2023-12-11 19:22:48.346884,0 days 00:02:13.981883,,0.9921210813745436,0.0003664025122377,,COMPLETE,CartPole-v1,PPO,,,704.0,9.21323598766868e-05
32,-497.9,2023-12-11 19:22:48.353888,2023-12-11 19:25:02.371728,0 days 00:02:14.017840,,0.9996334350407464,0.0006981287497446,,COMPLETE,CartPole-v1,PPO,,,704.0,6.612219028720571e-05
33,-500.0,2023-12-11 19:25:02.378728,2023-12-11 19:27:17.063997,0 days 00:02:14.685269,,0.9839825612476842,0.0003146249483051,,COMPLETE,CartPole-v1,PPO,,,512.0,0.0474027360237113
34,-500.0,2023-12-11 19:27:17.071060,2023-12-11 19:29:30.882300,0 days 00:02:13.811240,,0.99336957456114,0.0018415360375189,,COMPLETE,CartPole-v1,PPO,,,640.0,0.0001678612309175
35,-500.0,2023-12-11 19:29:30.889302,2023-12-11 19:31:45.211842,0 days 00:02:14.322540,,0.9868302464088688,0.0004433097360748,,COMPLETE,CartPole-v1,PPO,,,704.0,0.0003125688481433
36,-500.0,2023-12-11 19:31:45.219845,2023-12-11 19:34:03.016879,0 days 00:02:17.797034,,0.979055312343135,0.0007122578960409,,COMPLETE,CartPole-v1,PPO,,,64.0,2.882141638282195e-05
37,-457.7,2023-12-11 19:34:03.024922,2023-12-11 19:36:16.510971,0 days 00:02:13.486049,,0.994324285106423,9.64520267113296e-05,,COMPLETE,CartPole-v1,PPO,,,1024.0,9.589058276815114e-05
38,-472.9,2023-12-11 19:36:16.519971,2023-12-11 19:38:30.509475,0 days 00:02:13.989504,,0.9995361701700268,0.0001799590229702,,COMPLETE,CartPole-v1,PPO,,,448.0,0.041473834072582
39,-485.9,2023-12-11 19:38:30.517744,2023-12-11 19:40:44.488764,0 days 00:02:13.971020,,0.9686341221837238,4.5760131414475583e-05,,COMPLETE,CartPole-v1,PPO,,,960.0,0.0005158248286404
40,-500.0,2023-12-11 19:40:44.496831,2023-12-11 19:42:57.988105,0 days 00:02:13.491274,,0.98556760917942,8.739407673445826e-05,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0903088889714495
41,-500.0,2023-12-11 19:42:57.995111,2023-12-11 19:45:12.309719,0 days 00:02:14.314608,,0.959292760085042,0.0001267023381793,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0006862188051101
42,-500.0,2023-12-11 19:45:12.317720,2023-12-11 19:47:26.411812,0 days 00:02:14.094092,,0.9430089496288224,0.0002885958150722,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0004260783854801
43,-500.0,2023-12-11 19:47:26.418804,2023-12-11 19:49:40.468819,0 days 00:02:14.050015,,0.9600439550418172,0.0001365944604841,,COMPLETE,CartPole-v1,PPO,,,768.0,0.0001919908616926
44,-500.0,2023-12-11 19:49:40.475810,2023-12-11 19:51:54.219122,0 days 00:02:13.743312,,0.9500842588655788,7.541991117051884e-05,,COMPLETE,CartPole-v1,PPO,,,896.0,0.0002924537459359
45,-161.2,2023-12-11 19:51:54.226713,2023-12-11 19:54:09.807973,0 days 00:02:15.581260,,0.9714009045277404,3.415650597778533e-05,,COMPLETE,CartPole-v1,PPO,,,128.0,0.0006696721816401
46,-500.0,2023-12-11 19:54:09.817965,2023-12-11 19:56:23.990295,0 days 00:02:14.172330,,0.9310039775077832,0.0002449299065,,COMPLETE,CartPole-v1,PPO,,,960.0,0.0031250742724386
47,-500.0,2023-12-11 19:56:23.997384,2023-12-11 19:58:38.096826,0 days 00:02:14.099442,,0.964262858752488,0.0003739411830391,,COMPLETE,CartPole-v1,PPO,,,704.0,0.0050217060039277
48,-500.0,2023-12-11 19:58:38.104828,2023-12-11 20:00:54.528232,0 days 00:02:16.423404,,0.9547858805283728,0.0001097243124475,,COMPLETE,CartPole-v1,PPO,,,192.0,0.00132292848628
49,-390.4,2023-12-11 20:00:54.535224,2023-12-11 20:03:08.611598,0 days 00:02:14.076374,,0.9958762932802818,0.0001606759129056,,COMPLETE,CartPole-v1,PPO,,,512.0,0.0021650897810562
50,-500.0,2023-12-11 20:03:08.618589,2023-12-11 20:05:23.027387,0 days 00:02:14.408798,,0.975818549189256,6.151783876076203e-05,,COMPLETE,CartPole-v1,PPO,,,640.0,0.0001285765120203
51,-500.0,2023-12-11 20:05:23.035388,2023-12-11 20:07:37.469243,0 days 00:02:14.433855,,0.9828363398341128,0.0002290585030068,,COMPLETE,CartPole-v1,PPO,,,960.0,0.0004290447450545
52,-500.0,2023-12-11 20:07:37.581606,2023-12-11 20:09:51.873373,0 days 00:02:14.291767,,0.9888635095229334,0.0001280947305181,,COMPLETE,CartPole-v1,PPO,,,960.0,0.0002502216782091
53,-500.0,2023-12-11 20:09:51.881879,2023-12-11 20:12:10.388666,0 days 00:02:18.506787,,0.9711105038094588,0.0001041361531065,,COMPLETE,CartPole-v1,PPO,,,64.0,0.000910357828956
54,-453.9,2023-12-11 20:12:10.396669,2023-12-11 20:14:24.445607,0 days 00:02:14.048938,,0.9809018693744588,0.0001674255204399,,COMPLETE,CartPole-v1,PPO,,,960.0,0.001696225559708
55,-500.0,2023-12-11 20:14:24.453674,2023-12-11 20:16:39.044018,0 days 00:02:14.590344,,0.9758642157234,0.0005306936928313,,COMPLETE,CartPole-v1,PPO,,,1024.0,0.0004285249783767
