reward
333.0
365.0
358.0
238.0
247.0
325.0
257.0
288.0
256.0
337.0
248.0
246.0
326.0
372.0
376.0
297.0
322.0
237.0
361.0
329.0
306.0
455.0
321.0
369.0
431.0
266.0
367.0
309.0
246.0
253.0
300.0
248.0
264.0
309.0
283.0
235.0
343.0
316.0
269.0
222.0
379.0
317.0
223.0
255.0
360.0
251.0
243.0
285.0
320.0
283.0
279.0
269.0
406.0
351.0
365.0
229.0
280.0
340.0
251.0
254.0
309.0
306.0
240.0
277.0
347.0
259.0
340.0
315.0
306.0
284.0
311.0
273.0
251.0
307.0
364.0
311.0
238.0
306.0
439.0
270.0
361.0
382.0
477.0
297.0
271.0
271.0
286.0
289.0
245.0
244.0
262.0
500.0
366.0
269.0
233.0
260.0
407.0
341.0
257.0
235.0
